Date,State,CONTRIBUTOR ID,LGA,Locality,Outlet Type,Latitude,Longitude,Country,Sector,Food Item,UOM,Quantity,UOM2,Price Category,Price,Weight,UPRICE
2024-11-27,ZAMFARA,1,GUSAU,,City market,12.1804029,6.6679812,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,ZAMFARA,1,GUSAU,,City market,12.1801509,6.6681062,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,ZAMFARA,1,GUSAU,,City market,12.1800124,6.6681572,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,ZAMFARA,3,GUSAU,,City market,12.1800878,6.6680861,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1750.0,1.3,1346.15
2024-11-27,ZAMFARA,3,GUSAU,,City market,12.180225,6.6682417,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,DELTA,15,ISOKO NORTH,,Open air or covered market,5.5414656,6.227941,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,700.0,0.16,4375.0
2024-11-27,DELTA,15,ISOKO NORTH,,Open air or covered market,5.5416316,6.2275989,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,650.0,0.16,4062.5
2024-11-27,FCT,5,MUNICIPAL AREA COUNCIL,,Open air or covered market,8.9854017,7.5622744,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1000.0,1.3,769.23
2024-11-27,FCT,5,MUNICIPAL AREA COUNCIL,,Open air or covered market,8.9852996,7.5617362,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1100.0,1.3,846.15
2024-11-27,FCT,5,MUNICIPAL AREA COUNCIL,,Open air or covered market,8.9852964,7.5615555,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1000.0,1.3,769.23
2024-11-27,SOKOTO ,10,WURNO,,Local village market,13.1668589,5.3926306,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1600.0,1.3,1230.77
2024-11-27,SOKOTO ,10,WURNO,,Local village market,13.1656708,5.3925804,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1600.0,1.3,1230.77
2024-11-27,SOKOTO ,10,WURNO,,Local village market,13.16577,5.3913426,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1600.0,1.3,1230.77
2024-11-27,SOKOTO ,11,WURNO,,Local village market,13.1667383,5.39104,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1600.0,1.3,1230.77
2024-11-27,SOKOTO ,11,WURNO,,Local village market,13.166014,5.3915715,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1550.0,1.3,1192.31
2024-11-27,SOKOTO ,11,WURNO,,Local village market,13.1665863,5.3911103,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1600.0,1.3,1230.77
2024-11-27,NIGER,13,BOSSO,,RoadSide shops street vendors,9.6352767,6.5743181,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1000.0,1.3,769.23
2024-11-27,KOGI,1,LOKOJA,,Open air or covered market,7.8023768,6.6808942,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1200.0,1.3,923.08
2024-11-27,KOGI,1,LOKOJA,,Open air or covered market,7.802556,6.6809718,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1200.0,1.3,923.08
2024-11-27,KOGI,1,LOKOJA,,Open air or covered market,7.8025844,6.6808774,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1200.0,1.3,923.08
2024-11-27,KOGI,18,LOKOJA,,Open air or covered market,7.8414951,6.74558,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1300.0,1.3,1000.0
2024-11-27,OSUN,4,OSOGBO,,Open air or covered market,7.7806281,4.5576175,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1100.0,1.4,785.71
2024-11-27,KADUNA,19,CHIKUN,,Supermarket,10.4528759,7.4584653,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1000.0,1.3,769.23
2024-11-27,EKITI,19,MOBA,,Neighborhood shops kiosk,7.9810521,5.1620478,Nigeria,Rural,Maize white,1.0,1.0,1.0,Retail,650.0,1.0,650.0
2024-11-27,EKITI,19,MOBA,,Open air or covered market,7.9799387,5.1614033,Nigeria,Rural,Maize white,1.0,1.0,1.0,Retail,640.0,1.0,640.0
2024-11-27,EKITI,19,MOBA,,Neighborhood shops kiosk,7.9834172,5.1300463,Nigeria,Rural,Maize white,1.0,1.0,1.0,Retail,650.0,1.0,650.0
2024-11-27,ZAMFARA,5,TALATA MAFARA,,Open air or covered market,12.5654975,6.0679636,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
2024-11-27,OSUN,17,IFE EAST,,RoadSide shops street vendors,7.4894255,4.5576884,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1200.0,1.4,857.14
2024-11-27,OSUN,17,IFE EAST,,City market,7.4889977,4.5558317,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1300.0,1.4,928.57
2024-11-27,OSUN,17,IFE EAST,,City market,7.4895038,4.5548989,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1300.0,1.4,928.57
2024-11-27,SOKOTO ,1,SOKOTO SOUTH,,Neighborhood shops kiosk,13.0460061,5.2764704,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1650.0,1.3,1269.23
2024-11-27,SOKOTO ,1,SOKOTO SOUTH,,RoadSide shops street vendors,13.0461217,5.2791205,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1650.0,1.3,1269.23
2024-11-27,SOKOTO ,1,SOKOTO SOUTH,,RoadSide shops street vendors,13.0451167,5.281175,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1600.0,1.3,1230.77
2024-11-27,KATSINA,12,KATSINA,,RoadSide shops street vendors,13.0000008,7.6056283,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,KATSINA,12,KATSINA,,RoadSide shops street vendors,13.0000156,7.6054548,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1500.0,1.3,1153.85
2024-11-27,KATSINA,15,KATSINA,,RoadSide shops street vendors,13.0000124,7.6051015,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,PLATEAU,13,JOS SOUTH,,Open air or covered market,9.8464222,8.8882955,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,800.0,1.3,615.38
2024-11-27,PLATEAU,13,JOS SOUTH,,Open air or covered market,9.8463586,8.8883934,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,800.0,1.3,615.38
2024-11-27,PLATEAU,13,JOS SOUTH,,Open air or covered market,9.8463421,8.8884331,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,800.0,1.3,615.38
2024-11-27,DELTA,5,OSHIMILI NORTH,,Bulk and discount stores,6.2272247,6.6703862,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,200.0,0.16,1250.0
2024-11-27,SOKOTO ,6,TAMBUWAI,,Neighborhood shops kiosk,12.4071412,4.6482095,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
2024-11-27,SOKOTO ,6,TAMBUWAI,,Open air or covered market,12.4061958,4.6487221,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
2024-11-27,SOKOTO ,6,TAMBUWAI,,Open air or covered market,12.4064608,4.6494737,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
2024-11-27,OYO,29,OYO WEST,,RoadSide shops street vendors,7.848491,3.9170847,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1200.0,1.4,857.14
2024-11-27,KATSINA,9,CHARANCHI,,Neighborhood shops kiosk,12.6534327,7.7325822,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1650.0,1.3,1269.23
2024-11-27,KATSINA,9,CHARANCHI,,RoadSide shops street vendors,12.6604089,7.732606,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1600.0,1.3,1230.77
2024-11-27,KATSINA,9,CHARANCHI,,RoadSide shops street vendors,12.6670412,7.7320486,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1650.0,1.3,1269.23
2024-11-27,JIGAWA,4,HADEJIA,,RoadSide shops street vendors,12.4510289,10.036458,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1500.0,1.3,1153.85
2024-11-27,JIGAWA,4,HADEJIA,,Supermarket,12.4499769,10.0368473,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1600.0,1.3,1230.77
2024-11-27,JIGAWA,4,HADEJIA,,Neighborhood shops kiosk,12.4468683,10.045085,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1850.0,1.3,1423.08
2024-11-27,ONDO,5,AKURE SOUTH,,City market,7.2516379,5.1971791,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1500.0,1.4,1071.43
2024-11-27,OYO,6,AFIJIO,,RoadSide shops street vendors,7.8032242,3.8975369,Nigeria,Rural,Maize white,1.4,1.0,1.4,Retail,1200.0,1.4,857.14
2024-11-27,OYO,6,AFIJIO,,Local village market,7.8031546,3.8975417,Nigeria,Rural,Maize white,1.4,1.0,1.4,Retail,1200.0,1.4,857.14
2024-11-27,OYO,6,AFIJIO,,Specialized stores,7.8032921,3.8966089,Nigeria,Rural,Maize white,1.4,1.0,1.4,Retail,1300.0,1.4,928.57
2024-11-27,OYO,19,IBADAN SOUTH EAST,,RoadSide shops street vendors,7.3579803,3.9080917,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1600.0,1.4,1142.86
2024-11-27,OYO,19,IBADAN SOUTH EAST,,RoadSide shops street vendors,7.3586252,3.9083058,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1600.0,1.4,1142.86
2024-11-27,FCT,9,BWARI AREA COUNCIL,,City market,9.1506621,7.3204572,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1500.0,1.3,1153.85
2024-11-27,FCT,9,BWARI AREA COUNCIL,,Bulk and discount stores,9.1502847,7.3202095,Nigeria,Urban,Maize white,1.3,1.0,1.3,Wholesale,1300.0,1.3,1000.0
2024-11-27,FCT,9,BWARI AREA COUNCIL,,City market,9.1512184,7.3210541,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1300.0,1.3,1000.0
2024-11-27,NASARAWA,20,KARU,,Open air or covered market,8.8266513,7.5740278,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1500.0,1.3,1153.85
2024-11-27,KADUNA,19,CHIKUN,,Neighborhood shops kiosk,10.4500287,7.4584596,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,800.0,1.3,615.38
2024-11-27,SOKOTO ,7,DANGE SHUNI,,Neighborhood shops kiosk,13.0154405,5.2771482,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1900.0,1.3,1461.54
2024-11-27,SOKOTO ,7,DANGE SHUNI,,Open air or covered market,13.0134694,5.2752394,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1900.0,1.3,1461.54
2024-11-27,SOKOTO ,7,DANGE SHUNI,,RoadSide shops street vendors,13.0130442,5.2755334,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1900.0,1.3,1461.54
2024-11-27,ZAMFARA,5,TALATA MAFARA,,RoadSide shops street vendors,12.5596165,6.0656942,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
2024-11-27,GOMBE,1,AKKO,,Local village market,10.2916943,11.1061623,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,900.0,1.3,692.31
2024-11-27,GOMBE,1,AKKO,,Local village market,10.2916339,11.106093,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,850.0,1.3,653.85
2024-11-27,GOMBE,1,AKKO,,Local village market,10.2915188,11.1067968,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,900.0,1.3,692.31
2024-11-27,NASARAWA,9,KARU,,Open air or covered market,,,Nigeria,Urban,Maize white,1.3,2.0,1.3,Wholesale,1000.0,1.3,769.23
2024-11-27,ONDO,5,AKURE SOUTH,,City market,7.2510673,5.19653,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1500.0,1.4,1071.43
2024-11-27,OYO,29,ATIBA,,Open air or covered market,7.9128028,3.9919386,Nigeria,Urban,Maize white,1.4,1.0,1.4,Wholesale,1100.0,1.4,785.71
2024-11-27,BENUE,4,KWANDE,,Specialized stores,6.8882238,9.2405705,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,2500.0,1.3,1923.08
2024-11-27,OSUN,4,OSOGBO,,Open air or covered market,7.7805642,4.5576461,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1500.0,1.4,1071.43
2024-11-27,NIGER,9,CHANCHAGA,,RoadSide shops street vendors,9.6141548,6.5507577,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1000.0,1.3,769.23
2024-11-27,KATSINA,1,KANKIA,,Open air or covered market,12.5496003,7.8315917,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
2024-11-27,KATSINA,1,KANKIA,,Open air or covered market,12.5493299,7.8310886,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
2024-11-27,KATSINA,1,KANKIA,,Open air or covered market,12.5493779,7.8309668,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1650.0,1.3,1269.23
2024-11-27,LAGOS,6,ALIMOSHO,,RoadSide shops street vendors,6.5756113,3.2868735,Nigeria,Urban,Maize white,0.67,5.0,0.67,Retail,4000.0,0.67,5970.15
2024-11-27,LAGOS,6,ALIMOSHO,,Open air or covered market,6.5744517,3.2856442,Nigeria,Urban,Maize white,0.67,5.0,0.67,Retail,4000.0,0.67,5970.15
2024-11-27,LAGOS,6,ALIMOSHO,,Open air or covered market,6.5776536,3.2839019,Nigeria,Urban,Maize white,0.67,5.0,0.67,Retail,4000.0,0.67,5970.15
2024-11-27,DELTA,1,ETHIOPE WEST,,Local village market,5.9320033,5.6629395,Nigeria,Rural,Maize white,0.16,1.0,0.16,Retail,300.0,0.16,1875.0
2024-11-27,DELTA,5,OSHIMILI NORTH,,Open air or covered market,6.2272206,6.6702041,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,200.0,0.16,1250.0
2024-11-27,LAGOS,10,ALIMOSHO,,RoadSide shops street vendors,6.6253683,3.2876019,Nigeria,Urban,Maize white,0.67,5.0,0.67,Retail,2800.0,0.67,4179.1
2024-11-27,LAGOS,10,ALIMOSHO,,Open air or covered market,6.6262995,3.2878647,Nigeria,Urban,Maize white,0.67,5.0,0.67,Retail,2500.0,0.67,3731.34
2024-11-27,LAGOS,10,ALIMOSHO,,Neighborhood shops kiosk,6.6248272,3.2876268,Nigeria,Urban,Maize white,0.67,5.0,0.67,Retail,2800.0,0.67,4179.1
2024-11-27,RIVERS,8,PORT HARCOURT,,City market,4.7587754,7.0239279,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,400.0,0.16,2500.0
2024-11-27,ONDO,5,AKURE SOUTH,,City market,7.250546,5.1802292,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1500.0,1.4,1071.43
2024-11-27,OYO,18,OGBOMOSO NORTH,,Neighborhood shops kiosk,8.176954,4.247014,Nigeria,Rural,Maize white,1.3,1.0,1.3,Retail,1500.0,1.3,1153.85
2024-11-27,LAGOS,7,OSHODI/ISOLO,,RoadSide shops street vendors,6.5566156,3.3395568,Nigeria,Urban,Maize white,25.0,1.0,25.0,Wholesale,49000.0,25.0,1960.0
2024-11-27,LAGOS,7,OSHODI/ISOLO,,RoadSide shops street vendors,6.5565434,3.340666,Nigeria,Urban,Maize white,0.67,1.0,0.67,Retail,2800.0,0.67,4179.1
2024-11-27,LAGOS,7,OSHODI/ISOLO,,Neighborhood shops kiosk,6.555744,3.3441346,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,1400.0,0.16,8750.0
2024-11-27,KWARA,13,ILORIN WEST,,Open air or covered market,8.4768009,4.5042953,Nigeria,Urban,Maize white,1.3,1.0,1.3,Wholesale,900.0,1.3,692.31
2024-11-27,OSUN,4,OSOGBO,,Open air or covered market,7.7808775,4.5578614,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1800.0,1.4,1285.71
2024-11-27,NIGER,5,BIDA,,Neighborhood shops kiosk,9.0623749,6.0030628,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1200.0,1.3,923.08
2024-11-27,NIGER,5,BIDA,,Neighborhood shops kiosk,9.0614956,6.0031451,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,2500.0,1.3,1923.08
2024-11-27,NIGER,5,BIDA,,Neighborhood shops kiosk,9.0613907,6.002843,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1200.0,1.3,923.08
2024-11-27,TARABA ,4,ARDO-KOLA,,Local village market,8.9115178,11.3167168,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1250.0,1.3,961.54
2024-11-27,TARABA ,4,ARDO-KOLA,,Local village market,8.9080937,11.3170489,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1250.0,1.3,961.54
2024-11-27,PLATEAU,20,PANKSHIN,,RoadSide shops street vendors,9.3245065,9.4351082,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,750.0,1.3,576.92
2024-11-27,TARABA ,4,ARDO-KOLA,,Local village market,8.9118035,11.3166944,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1250.0,1.3,961.54
2024-11-27,PLATEAU,20,PANKSHIN,,Open air or covered market,9.3259073,9.4384343,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,800.0,1.3,615.38
2024-11-27,PLATEAU,20,PANKSHIN,,RoadSide shops street vendors,9.3262958,9.4386624,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,800.0,1.3,615.38
2024-11-27,SOKOTO ,4,DANGE SHUNI,,Neighborhood shops kiosk,13.0031597,5.2524535,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,SOKOTO ,4,DANGE SHUNI,,Specialized stores,13.0002381,5.2546034,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1850.0,1.3,1423.08
2024-11-27,SOKOTO ,4,DANGE SHUNI,,Specialized stores,12.9999579,5.255026,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,NIGER,3,BIDA,,Open air or covered market,9.085,6.0114203,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1100.0,1.3,846.15
2024-11-27,NIGER,3,BIDA,,Open air or covered market,9.084917,6.0114489,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1100.0,1.3,846.15
2024-11-27,NIGER,3,BIDA,,Open air or covered market,9.0879579,6.011492,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1100.0,1.3,846.15
2024-11-27,EKITI,10,ADO EKITI,,Neighborhood shops kiosk,7.6033661,5.2115787,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1500.0,1.4,1071.43
2024-11-27,EKITI,10,ADO EKITI,,Supermarket,7.6045339,5.2145049,Nigeria,Urban,Maize white,1.0,1.0,1.0,Retail,1000.0,1.0,1000.0
2024-11-27,EKITI,10,ADO EKITI,,City market,7.6096777,5.2148201,Nigeria,Urban,Maize white,1.4,1.0,1.4,Wholesale,1300.0,1.4,928.57
2024-11-27,KWARA,10,ILORIN WEST,,Open air or covered market,8.4898568,4.5326741,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1000.0,1.3,769.23
2024-11-27,OGUN,17,ABEOKUTA SOUTH,,City market,7.1405676,3.3367763,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1000.0,1.4,714.29
2024-11-27,OGUN,17,ABEOKUTA SOUTH,,City market,7.1404016,3.3370581,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1000.0,1.4,714.29
2024-11-27,OGUN,17,ABEOKUTA SOUTH,,City market,7.1399498,3.3363086,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1000.0,1.4,714.29
2024-11-27,NASARAWA,9,KARU,,RoadSide shops street vendors,,,Nigeria,Urban,Maize white,1.3,2.0,1.3,Retail,1200.0,1.3,923.08
2024-11-27,ABIA,17,BENDE,,Open air or covered market,5.6328549,7.5599919,Nigeria,Rural,Maize white,0.16,1.0,0.16,Retail,300.0,0.16,1875.0
2024-11-27,KWARA,9,ILORIN WEST,,Open air or covered market,8.5001307,4.5608071,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1000.0,1.4,714.29
2024-11-27,KWARA,9,ILORIN WEST,,Open air or covered market,8.49723,4.5485372,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1000.0,1.4,714.29
2024-11-27,KWARA,9,ILORIN WEST,,Open air or covered market,8.4974763,4.5132931,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1100.0,1.4,785.71
2024-11-27,KWARA,11,ILORIN WEST,,Open air or covered market,8.487991,4.5612998,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,130.0,0.16,812.5
2024-11-27,EBONYI,13,ABAKALIKI,,Open air or covered market,6.3098392,8.1224119,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,350.0,0.16,2187.5
2024-11-27,EBONYI,13,ABAKALIKI,,Open air or covered market,6.3236479,8.1220981,Nigeria,Urban,Maize white,0.67,1.0,0.67,Retail,2500.0,0.67,3731.34
2024-11-27,EBONYI,13,ABAKALIKI,,Open air or covered market,6.30997,8.1218267,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,400.0,0.16,2500.0
2024-11-27,EDO,13,UHUNMUONDE,,Open air or covered market,6.3757582,5.696411,Nigeria,Rural,Maize white,0.16,4.0,0.16,Retail,1200.0,0.16,7500.0
2024-11-27,EDO,13,UHUNMUONDE,,Open air or covered market,6.3753286,5.6950817,Nigeria,Rural,Maize white,0.16,2.0,0.16,Retail,600.0,0.16,3750.0
2024-11-27,EDO,13,UHUNMUONDE,,Open air or covered market,6.37578,5.6950355,Nigeria,Rural,Maize white,0.16,1.0,0.16,Retail,300.0,0.16,1875.0
2024-11-27,ONDO,12,AKURE SOUTH,,Open air or covered market,7.2520045,5.1967368,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1600.0,1.4,1142.86
2024-11-27,ONDO,12,AKURE SOUTH,,Open air or covered market,7.2517834,5.1968749,Nigeria,Urban,Maize white,1.4,1.0,1.4,Retail,1500.0,1.4,1071.43
2024-11-27,LAGOS,23,SURULERE,,RoadSide shops street vendors,6.5032153,3.3599365,Nigeria,Urban,Maize white,0.67,1.0,0.67,Retail,1000.0,0.67,1492.54
2024-11-27,KWARA,11,ILORIN WEST,,Neighborhood shops kiosk,8.4760684,4.5642368,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1100.0,1.3,846.15
2024-11-27,CROSS RIVER,8,CALABAR SOUTH,,Open air or covered market,4.9593853,8.3254123,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,300.0,0.16,1875.0
2024-11-27,CROSS RIVER,8,CALABAR SOUTH,,Open air or covered market,4.9602047,8.3247848,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,300.0,0.16,1875.0
2024-11-27,CROSS RIVER,8,CALABAR SOUTH,,Open air or covered market,4.9595579,8.3257202,Nigeria,Urban,Maize white,0.16,1.0,0.16,Retail,400.0,0.16,2500.0
2024-11-27,NASARAWA,9,KARU,,Neighborhood shops kiosk,,,Nigeria,Urban,Maize white,0.16,2.0,0.16,Retail,150.0,0.16,937.5
2024-11-27,KADUNA,7,CHIKUN,,RoadSide shops street vendors,10.4706306,7.4592519,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1100.0,1.3,846.15
2024-11-27,KADUNA,7,CHIKUN,,RoadSide shops street vendors,10.4706415,7.4593397,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,900.0,1.3,692.31
2024-11-27,KADUNA,7,CHIKUN,,RoadSide shops street vendors,10.4759054,7.457472,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1000.0,1.3,769.23
2024-11-27,PLATEAU,15,JOS SOUTH,,RoadSide shops street vendors,9.8274719,8.8580989,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,750.0,1.3,576.92
2024-11-27,PLATEAU,15,JOS SOUTH,,RoadSide shops street vendors,9.8271554,8.8597925,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,850.0,1.3,653.85
2024-11-27,PLATEAU,15,JOS SOUTH,,RoadSide shops street vendors,9.8225828,8.8640708,Nigeria,Urban,Maize white,1.3,8.0,1.3,Retail,800.0,1.3,615.38
2024-11-27,EKITI,13,IDO/OSI,,Neighborhood shops kiosk,7.9235162,5.1436387,Nigeria,Rural,Maize white,1.4,1.0,1.4,Retail,2000.0,1.4,1428.57
2024-11-27,EKITI,13,IDO/OSI,,Neighborhood shops kiosk,7.9272109,5.1453785,Nigeria,Rural,Maize white,0.16,1.0,0.16,Retail,150.0,0.16,937.5
2024-11-27,EKITI,13,IDO/OSI,,RoadSide shops street vendors,7.9284714,5.1454967,Nigeria,Rural,Maize white,1.4,1.0,1.4,Retail,1500.0,1.4,1071.43
2024-11-27,ABIA,7,BENDE,,Open air or covered market,5.6328298,7.5601711,Nigeria,Rural,Maize white,0.16,1.0,0.16,Retail,300.0,0.16,1875.0
2024-11-27,BAYELSA,4,SAGBAMA,,Neighborhood shops kiosk,5.1299338,6.1868289,Nigeria,Rural,Maize white,0.16,1.0,0.16,Retail,400.0,0.16,2500.0
2024-11-27,BAYELSA,4,SAGBAMA,,RoadSide shops street vendors,5.1110871,6.1414897,Nigeria,Rural,Maize white,0.67,1.0,0.67,Wholesale,4000.0,0.67,5970.15
2024-11-27,BAYELSA,4,SAGBAMA,,Neighborhood shops kiosk,5.1037477,6.0698595,Nigeria,Rural,Maize white,0.16,1.0,0.16,Retail,400.0,0.16,2500.0
2024-11-27,KADUNA,3,SABON GARI,,RoadSide shops street vendors,11.0854557,7.6979424,Nigeria,Urban,Maize white,50.0,1.0,50.0,Retail,62000.0,50.0,1240.0
2024-11-27,KADUNA,3,SABON GARI,,RoadSide shops street vendors,11.1077551,7.7408119,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1650.0,1.3,1269.23
2024-11-27,KADUNA,3,SABON GARI,,RoadSide shops street vendors,11.1089252,7.7401003,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,JIGAWA,6,KAZAURE,,RoadSide shops street vendors,12.6601363,8.2664733,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1750.0,1.3,1346.15
2024-11-27,JIGAWA,6,KAZAURE,,RoadSide shops street vendors,12.6601775,8.2633066,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1800.0,1.3,1384.62
2024-11-27,JIGAWA,7,RONI,,RoadSide shops street vendors,12.6570532,8.2634231,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
2024-11-27,JIGAWA,7,RONI,,RoadSide shops street vendors,12.6558753,8.265366,Nigeria,Urban,Maize white,1.3,1.0,1.3,Retail,1700.0,1.3,1307.69
